#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-6853-5p	0.00	hsa-mir-6853	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-5p	1.00	hsa-mir-6854	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-5p	14.00	hsa-mir-6855	14.00	1.00	2.00	0	0	0	0	0	2.00	1.00	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	2.00	0	0.08	0.14	0	0	0	0	0	0.16	0.07	0	0	0	0	0.08	0	0	0	0	0.07	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.15	0
hsa-miR-6856-5p	1.00	hsa-mir-6856	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
hsa-miR-6857-5p	0.00	hsa-mir-6857	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-5p	0.00	hsa-mir-6858	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6859-5p	104.00	hsa-mir-6859-1	104.00	3.00	2.00	2.00	1.00	2.00	3.00	1.00	1.00	4.00	4.00	4.00	1.00	3.00	1.00	0	2.00	3.00	1.00	4.00	3.00	3.00	0	1.00	1.00	0	5.00	3.00	3.00	1.00	0	1.00	3.00	3.00	2.00	3.00	2.00	3.00	1.00	1.00	2.00	1.00	2.00	1.00	6.00	3.00	0	2.00	2.00	0	2.00	0	2.00	0.23	0.14	0.15	0.07	0.14	0.20	0.07	0.08	0.29	0.27	0.32	0.07	0.11	0.08	0	0.14	0.22	0.08	0.29	0.23	0.24	0	0.08	0.08	0	0.44	0.32	0.24	0.09	0	0.09	0.26	0.26	0.19	0.25	0.18	0.26	0.08	0.08	0.16	0.07	0.14	0.08	0.43	0.23	0	0.15	0.15	0	0.14	0	0.17
hsa-miR-6859-5p	104.00	hsa-mir-6859-2	104.00	3.00	2.00	2.00	1.00	2.00	3.00	1.00	1.00	4.00	4.00	4.00	1.00	3.00	1.00	0	2.00	3.00	1.00	4.00	3.00	3.00	0	1.00	1.00	0	5.00	3.00	3.00	1.00	0	1.00	3.00	3.00	2.00	3.00	2.00	3.00	1.00	1.00	2.00	1.00	2.00	1.00	6.00	3.00	0	2.00	2.00	0	2.00	0	2.00	0.23	0.14	0.15	0.07	0.14	0.20	0.07	0.08	0.29	0.27	0.32	0.07	0.11	0.08	0	0.14	0.22	0.08	0.29	0.23	0.24	0	0.08	0.08	0	0.44	0.32	0.24	0.09	0	0.09	0.26	0.26	0.19	0.25	0.18	0.26	0.08	0.08	0.16	0.07	0.14	0.08	0.43	0.23	0	0.15	0.15	0	0.14	0	0.17
hsa-miR-6859-5p	104.00	hsa-mir-6859-3	104.00	3.00	2.00	2.00	1.00	2.00	3.00	1.00	1.00	4.00	4.00	4.00	1.00	3.00	1.00	0	2.00	3.00	1.00	4.00	3.00	3.00	0	1.00	1.00	0	5.00	3.00	3.00	1.00	0	1.00	3.00	3.00	2.00	3.00	2.00	3.00	1.00	1.00	2.00	1.00	2.00	1.00	6.00	3.00	0	2.00	2.00	0	2.00	0	2.00	0.23	0.14	0.15	0.07	0.14	0.20	0.07	0.08	0.29	0.27	0.32	0.07	0.11	0.08	0	0.14	0.22	0.08	0.29	0.23	0.24	0	0.08	0.08	0	0.44	0.32	0.24	0.09	0	0.09	0.26	0.26	0.19	0.25	0.18	0.26	0.08	0.08	0.16	0.07	0.14	0.08	0.43	0.23	0	0.15	0.15	0	0.14	0	0.17
hsa-miR-6859-5p	104.00	hsa-mir-6859-4	104.00	3.00	2.00	2.00	1.00	2.00	3.00	1.00	1.00	4.00	4.00	4.00	1.00	3.00	1.00	0	2.00	3.00	1.00	4.00	3.00	3.00	0	1.00	1.00	0	5.00	3.00	3.00	1.00	0	1.00	3.00	3.00	2.00	3.00	2.00	3.00	1.00	1.00	2.00	1.00	2.00	1.00	6.00	3.00	0	2.00	2.00	0	2.00	0	2.00	0.23	0.14	0.15	0.07	0.14	0.20	0.07	0.08	0.29	0.27	0.32	0.07	0.11	0.08	0	0.14	0.22	0.08	0.29	0.23	0.24	0	0.08	0.08	0	0.44	0.32	0.24	0.09	0	0.09	0.26	0.26	0.19	0.25	0.18	0.26	0.08	0.08	0.16	0.07	0.14	0.08	0.43	0.23	0	0.15	0.15	0	0.14	0	0.17
hsa-miR-6861-5p	0.00	hsa-mir-6861	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-3p	9.00	hsa-mir-6861	9.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	2.00	0	1.00	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0	0	0	0.15	0	0.08	0	0.08	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0	0	0	0	0
hsa-miR-6862-5p	33.00	hsa-mir-6862-1	33.00	0	1.00	1.00	1.00	0	0	1.00	1.00	0	3.00	0	1.00	1.00	1.00	1.00	1.00	0	1.00	0	4.00	0	2.00	2.00	0	0	2.00	0	1.00	0	1.00	1.00	0	1.00	0	0	1.00	1.00	1.00	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0.07	0.07	0.07	0	0	0.07	0.08	0	0.21	0	0.07	0.04	0.08	0.07	0.07	0	0.08	0	0.31	0	0.16	0.16	0	0	0.18	0	0.08	0	0.10	0.09	0	0.09	0	0	0.09	0.09	0.08	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-6862-5p	33.00	hsa-mir-6862-2	33.00	0	1.00	1.00	1.00	0	0	1.00	1.00	0	3.00	0	1.00	1.00	1.00	1.00	1.00	0	1.00	0	4.00	0	2.00	2.00	0	0	2.00	0	1.00	0	1.00	1.00	0	1.00	0	0	1.00	1.00	1.00	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0.07	0.07	0.07	0	0	0.07	0.08	0	0.21	0	0.07	0.04	0.08	0.07	0.07	0	0.08	0	0.31	0	0.16	0.16	0	0	0.18	0	0.08	0	0.10	0.09	0	0.09	0	0	0.09	0.09	0.08	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-6864-5p	1.00	hsa-mir-6864	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-6865-5p	2.00	hsa-mir-6865	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6865-3p	5.00	hsa-mir-6865	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.09	0.10	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6866-5p	87.00	hsa-mir-6866	87.00	2.00	0	0	1.00	2.00	2.00	0	0	1.00	1.00	4.00	4.00	8.00	1.00	0	4.00	5.00	0	9.00	2.00	1.00	4.00	1.00	3.00	1.00	0	2.00	1.00	1.00	0	2.00	1.00	2.00	4.00	1.00	1.00	1.00	0	1.00	2.00	0	0	1.00	0	1.00	0	2.00	2.00	1.00	2.00	1.00	2.00	0.15	0	0	0.07	0.14	0.14	0	0	0.07	0.07	0.32	0.30	0.30	0.08	0	0.29	0.37	0	0.66	0.15	0.08	0.32	0.08	0.24	0.08	0	0.21	0.08	0.09	0	0.18	0.09	0.17	0.37	0.08	0.09	0.09	0	0.08	0.16	0	0	0.08	0	0.08	0	0.15	0.15	0.08	0.14	0.08	0.17
hsa-miR-6867-5p	0.00	hsa-mir-6867	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-5p	0.00	hsa-mir-6868	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	674.00	hsa-mir-6868	674.00	1.00	8.00	30.00	0	9.00	20.00	13.00	4.00	30.00	27.00	0	21.00	77.00	1.00	1.00	24.00	16.00	0	17.00	5.00	22.00	1.00	0	12.00	1.00	26.00	0	9.00	0	19.00	25.00	0	15.00	24.00	25.00	11.00	10.00	16.00	16.00	20.00	9.00	8.00	7.00	18.00	0	16.00	4.00	6.00	18.00	0	17.00	15.00	0.08	0.57	2.23	0	0.62	1.36	0.85	0.32	2.16	1.85	0	1.56	2.89	0.08	0.07	1.73	1.17	0	1.25	0.39	1.73	0.08	0	0.96	0.08	2.28	0	0.72	0	1.84	2.27	0	1.29	2.25	2.06	0.98	0.87	1.33	1.35	1.58	0.64	0.55	0.53	1.30	0	1.33	0.30	0.44	1.41	0	1.31	1.26
hsa-miR-6869-5p	2.00	hsa-mir-6869	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-3p	0.00	hsa-mir-6869	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-5p	0.00	hsa-mir-6870	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-3p	0.00	hsa-mir-6870	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-5p	0.00	hsa-mir-6871	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6871-3p	0.00	hsa-mir-6871	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-5p	0.00	hsa-mir-6872	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6872-3p	0.00	hsa-mir-6872	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6873-5p	5.00	hsa-mir-6873	5.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.11	0	0	0	0	0	0	0	0.08	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-5p	1.00	hsa-mir-6874	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-5p	13.00	hsa-mir-6875	13.00	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	2.00	0	1.00	1.00	0	0	0	0	0	1.00	0	1.00	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0.15	0	0.08	0.08	0	0	0	0	0	0.08	0	0.10	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.07	0	0
hsa-miR-6876-5p	0.00	hsa-mir-6876	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-5p	21.00	hsa-mir-6877	21.00	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	1.00	2.00	1.00	0	0	1.00	1.00	0	1.00	0	0	0	0	0	1.00	1.00	0	0	2.00	2.00	0	0	2.00	0	0	1.00	1.00	0	0	0	0	0	0	0	0.08	0	0	0.08	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0.09	0.21	0.08	0	0	0.09	0.09	0	0.09	0	0	0	0	0	0.08	0.07	0	0	0.14	0.15	0	0	0.15	0	0	0.08	0.08
hsa-miR-6877-3p	1.00	hsa-mir-6877	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6878-5p	2.00	hsa-mir-6878	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6879-5p	0.00	hsa-mir-6879	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p	0.00	hsa-mir-6880	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6881-5p	0.00	hsa-mir-6881	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6882-5p	31.00	hsa-mir-6882	31.00	0	0	1.00	1.00	0	1.00	1.00	0	2.00	1.00	0	2.00	0	1.00	0	1.00	1.00	1.00	0	0	0	0	0	2.00	0	0	1.00	0	1.00	0	0	0	0	0	2.00	0	0	0	0	0	1.00	1.00	2.00	0	3.00	0	1.00	0	1.00	0	2.00	1.00	0	0	0.07	0.07	0	0.07	0.07	0	0.14	0.07	0	0.15	0	0.08	0	0.07	0.07	0.08	0	0	0	0	0	0.16	0	0	0.11	0	0.09	0	0	0	0	0	0.17	0	0	0	0	0	0.07	0.07	0.15	0	0.23	0	0.07	0	0.08	0	0.15	0.08
hsa-miR-6883-5p	0.00	hsa-mir-6883	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6884-5p	19.00	hsa-mir-6884	19.00	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	1.00	0	0	0	1.00	0	1.00	0	0	2.00	1.00	0	0	0	1.00	0	0	2.00	0	2.00	0	0	2.00	0	0	0	1.00	1.00	0	0	1.00	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.07	0	0	0	0.07	0	0.08	0	0	0	0.08	0	0.08	0	0	0.21	0.08	0	0	0	0.09	0	0	0.17	0	0.17	0	0	0.16	0	0	0	0.07	0.08	0	0	0.07	0	0	0	0
hsa-miR-6885-5p	8.00	hsa-mir-6885	8.00	0	1.00	0	1.00	0	0	1.00	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.07	0	0	0.07	0	0	0	0.08	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.09	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6886-5p	2.00	hsa-mir-6886	2.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
hsa-miR-6886-3p	11.00	hsa-mir-6886	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	4.00	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.07	0	0.31	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.08	0	0	0	0.07	0	0	0	0	0	0	0	0
hsa-miR-6887-5p	0.00	hsa-mir-6887	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6888-5p	0.00	hsa-mir-6888	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-5p	0.00	hsa-mir-6889	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
