#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-6511b-5p	77.00	hsa-mir-6511a-4	77.00	2.00	4.00	1.00	0	1.00	2.00	1.00	2.00	1.00	0	0	0	2.00	3.00	1.00	5.00	2.00	2.00	2.00	2.00	1.00	0	1.00	1.00	2.00	0	1.00	1.00	1.00	0	0	4.00	4.00	1.00	1.00	3.00	3.00	1.00	3.00	4.00	1.00	1.00	2.00	2.00	2.00	1.00	0	1.00	0	2.00	0	0	0.15	0.28	0.07	0	0.07	0.14	0.07	0.16	0.07	0	0	0	0.08	0.23	0.07	0.36	0.15	0.16	0.15	0.16	0.08	0	0.08	0.08	0.15	0	0.11	0.08	0.09	0	0	0.35	0.35	0.09	0.08	0.27	0.26	0.08	0.25	0.32	0.07	0.07	0.15	0.14	0.15	0.08	0	0.07	0	0.14	0	0
hsa-miR-6511a-5p	7.00	hsa-mir-6511b-1	7.00	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.08	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.07	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511b-5p	77.00	hsa-mir-6511b-1	77.00	2.00	4.00	1.00	0	1.00	2.00	1.00	2.00	1.00	0	0	0	2.00	3.00	1.00	5.00	2.00	2.00	2.00	2.00	1.00	0	1.00	1.00	2.00	0	1.00	1.00	1.00	0	0	4.00	4.00	1.00	1.00	3.00	3.00	1.00	3.00	4.00	1.00	1.00	2.00	2.00	2.00	1.00	0	1.00	0	2.00	0	0	0.15	0.28	0.07	0	0.07	0.14	0.07	0.16	0.07	0	0	0	0.08	0.23	0.07	0.36	0.15	0.16	0.15	0.16	0.08	0	0.08	0.08	0.15	0	0.11	0.08	0.09	0	0	0.35	0.35	0.09	0.08	0.27	0.26	0.08	0.25	0.32	0.07	0.07	0.15	0.14	0.15	0.08	0	0.07	0	0.14	0	0
hsa-miR-6511a-5p	7.00	hsa-mir-6511b-2	7.00	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.08	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.07	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511b-5p	77.00	hsa-mir-6511b-2	77.00	2.00	4.00	1.00	0	1.00	2.00	1.00	2.00	1.00	0	0	0	2.00	3.00	1.00	5.00	2.00	2.00	2.00	2.00	1.00	0	1.00	1.00	2.00	0	1.00	1.00	1.00	0	0	4.00	4.00	1.00	1.00	3.00	3.00	1.00	3.00	4.00	1.00	1.00	2.00	2.00	2.00	1.00	0	1.00	0	2.00	0	0	0.15	0.28	0.07	0	0.07	0.14	0.07	0.16	0.07	0	0	0	0.08	0.23	0.07	0.36	0.15	0.16	0.15	0.16	0.08	0	0.08	0.08	0.15	0	0.11	0.08	0.09	0	0	0.35	0.35	0.09	0.08	0.27	0.26	0.08	0.25	0.32	0.07	0.07	0.15	0.14	0.15	0.08	0	0.07	0	0.14	0	0
hsa-miR-6512-5p	0.00	hsa-mir-6512	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6513-5p	65.00	hsa-mir-6513	65.00	0	0	1.00	1.00	1.00	0	0	1.00	4.00	0	1.00	4.00	0	1.00	0	0	3.00	4.00	1.00	1.00	1.00	1.00	1.00	2.00	2.00	1.00	5.00	0	0	0	1.00	2.00	0	1.00	1.00	0	2.00	0	1.00	2.00	1.00	0	1.00	2.00	2.00	2.00	4.00	2.00	0	0	2.00	3.00	0	0	0.07	0.07	0.07	0	0	0.08	0.29	0	0.08	0.30	0	0.08	0	0	0.22	0.33	0.07	0.08	0.08	0.08	0.08	0.16	0.15	0.09	0.53	0	0	0	0.09	0.17	0	0.09	0.08	0	0.18	0	0.08	0.16	0.07	0	0.08	0.14	0.15	0.17	0.30	0.15	0	0	0.15	0.25
hsa-miR-6514-5p	116.00	hsa-mir-6514	116.00	2.00	2.00	2.00	2.00	3.00	4.00	0	1.00	0	1.00	1.00	4.00	4.00	3.00	0	2.00	0	1.00	4.00	4.00	2.00	1.00	4.00	2.00	3.00	3.00	2.00	0	2.00	2.00	3.00	1.00	1.00	2.00	1.00	2.00	10.00	1.00	4.00	2.00	3.00	2.00	5.00	3.00	2.00	3.00	1.00	0	1.00	3.00	2.00	3.00	0.15	0.14	0.15	0.14	0.21	0.27	0	0.08	0	0.07	0.08	0.30	0.15	0.23	0	0.14	0	0.08	0.29	0.31	0.16	0.08	0.31	0.16	0.23	0.26	0.21	0	0.17	0.19	0.27	0.09	0.09	0.19	0.08	0.18	0.88	0.08	0.34	0.16	0.21	0.14	0.38	0.22	0.15	0.25	0.07	0	0.08	0.20	0.15	0.25
hsa-miR-6515-5p	9.00	hsa-mir-6515	9.00	0	0	0	0	1.00	0	2.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	1.00	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.13	0	0	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0.08	0	0.08	0	0	0	0.09	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6515-3p	1.00	hsa-mir-6515	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6516-5p	5.00	hsa-mir-6516	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.10	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-652-5p	53.00	hsa-mir-652	53.00	1.00	2.00	0	2.00	0	1.00	1.00	1.00	1.00	0	0	0	2.00	0	0	2.00	3.00	0	3.00	0	1.00	4.00	1.00	0	0	1.00	2.00	0	2.00	1.00	2.00	2.00	0	3.00	1.00	0	2.00	1.00	2.00	0	1.00	0	0	4.00	1.00	2.00	0	0	0	0	1.00	0	0.08	0.14	0	0.14	0	0.07	0.07	0.08	0.07	0	0	0	0.08	0	0	0.14	0.22	0	0.22	0	0.08	0.32	0.08	0	0	0.09	0.21	0	0.17	0.10	0.18	0.17	0	0.28	0.08	0	0.18	0.08	0.17	0	0.07	0	0	0.29	0.08	0.17	0	0	0	0	0.08	0
hsa-miR-653-5p	1.00	hsa-mir-653	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-654-5p	29.00	hsa-mir-654	29.00	0	1.00	0	3.00	0	0	0	0	0	1.00	0	1.00	0	0	0	0	1.00	0	1.00	0	0	1.00	1.00	1.00	1.00	0	0	1.00	1.00	0	1.00	1.00	0	0	0	0	2.00	0	0	0	1.00	0	3.00	0	2.00	3.00	0	1.00	0	0	1.00	0	0	0.07	0	0.22	0	0	0	0	0	0.07	0	0.07	0	0	0	0	0.07	0	0.07	0	0	0.08	0.08	0.08	0.08	0	0	0.08	0.09	0	0.09	0.09	0	0	0	0	0.18	0	0	0	0.07	0	0.23	0	0.15	0.25	0	0.07	0	0	0.08	0
hsa-miR-655-5p	0.00	hsa-mir-655	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-656-5p	0.00	hsa-mir-656	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-659-5p	1024.00	hsa-mir-659	1024.00	8.00	17.00	19.00	20.00	6.00	18.00	15.00	13.00	26.00	18.00	29.00	11.00	27.00	22.00	6.00	20.00	30.00	8.00	25.00	12.00	19.00	12.00	16.00	21.00	17.00	15.00	18.00	21.00	15.00	12.00	10.00	14.00	13.00	11.00	19.00	12.00	24.00	13.00	18.00	29.00	4.00	4.00	17.00	21.00	92.00	37.00	27.00	34.00	14.00	25.00	46.00	24.00	0.62	1.21	1.42	1.45	0.41	1.23	0.99	1.04	1.87	1.24	2.30	0.82	1.01	1.66	0.41	1.45	2.19	0.66	1.84	0.93	1.49	0.96	1.26	1.69	1.28	1.32	1.92	1.69	1.28	1.16	0.91	1.22	1.12	1.03	1.57	1.07	2.10	1.08	1.52	2.29	0.28	0.28	1.29	1.52	7.03	3.09	2.00	2.48	1.10	1.70	3.55	2.01
hsa-miR-660-5p	4618.00	hsa-mir-660	4618.00	71.00	55.00	67.00	70.00	80.00	101.00	88.00	54.00	71.00	47.00	89.00	85.00	103.00	78.00	12.00	124.00	106.00	157.00	161.00	63.00	53.00	82.00	83.00	102.00	76.00	54.00	75.00	79.00	71.00	66.00	61.00	37.00	58.00	96.00	65.00	17.00	81.00	50.00	46.00	47.00	38.00	43.00	91.00	145.00	178.00	151.00	100.00	290.00	63.00	141.00	191.00	206.00	5.49	3.91	5.00	5.07	5.51	6.88	5.79	4.30	5.11	3.23	7.07	6.30	3.86	5.88	0.82	8.97	7.75	12.89	11.83	4.89	4.17	6.54	6.52	8.20	5.74	4.75	8.02	6.34	6.06	6.40	5.54	3.22	5.01	9.00	5.37	1.51	7.09	4.17	3.89	3.71	2.69	2.98	6.88	10.47	13.59	12.61	7.41	21.12	4.94	9.58	14.73	17.28
hsa-miR-663a	0.00	hsa-mir-663a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-5p	74.00	hsa-mir-664a	74.00	1.00	0	2.00	1.00	0	1.00	2.00	1.00	4.00	1.00	2.00	0	1.00	1.00	1.00	1.00	0	0	1.00	4.00	1.00	5.00	2.00	2.00	2.00	1.00	5.00	1.00	1.00	3.00	0	0	0	1.00	1.00	1.00	1.00	2.00	2.00	1.00	2.00	1.00	0	0	1.00	0	4.00	7.00	0	2.00	0	1.00	0.08	0	0.15	0.07	0	0.07	0.13	0.08	0.29	0.07	0.16	0	0.04	0.08	0.07	0.07	0	0	0.07	0.31	0.08	0.40	0.16	0.16	0.15	0.09	0.53	0.08	0.09	0.29	0	0	0	0.09	0.08	0.09	0.09	0.17	0.17	0.08	0.14	0.07	0	0	0.08	0	0.30	0.51	0	0.14	0	0.08
hsa-miR-664b-5p	4.00	hsa-mir-664b	4.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
hsa-miR-668-5p	0.00	hsa-mir-668	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-5p	0.00	hsa-mir-670	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-5p	59.00	hsa-mir-671	59.00	3.00	3.00	0	1.00	0	2.00	2.00	1.00	0	0	0	1.00	1.00	1.00	0	0	3.00	1.00	1.00	3.00	1.00	1.00	0	1.00	1.00	1.00	0	3.00	0	0	1.00	1.00	0	0	0	0	1.00	0	2.00	1.00	4.00	0	0	1.00	4.00	3.00	2.00	1.00	1.00	3.00	2.00	1.00	0.23	0.21	0	0.07	0	0.14	0.13	0.08	0	0	0	0.07	0.04	0.08	0	0	0.22	0.08	0.07	0.23	0.08	0.08	0	0.08	0.08	0.09	0	0.24	0	0	0.09	0.09	0	0	0	0	0.09	0	0.17	0.08	0.28	0	0	0.07	0.31	0.25	0.15	0.07	0.08	0.20	0.15	0.08
hsa-miR-6715b-5p	0.00	hsa-mir-6715b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-5p	0.00	hsa-mir-6716	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6717-5p	0.00	hsa-mir-6717	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6718-5p	4.00	hsa-mir-6718	4.00	1.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.07	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-5p	0.00	hsa-mir-6720	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6721-5p	21.00	hsa-mir-6721	21.00	0	1.00	0	0	0	1.00	0	1.00	0	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	1.00	0	0	0	0	0	1.00	1.00	0	0	0	2.00	0	0	1.00	0	0	1.00	1.00	1.00	1.00	0	0	0	0	1.00	1.00	0	0	1.00	0	0	0	0.07	0	0	0	0.07	0	0.08	0	0.07	0.08	0	0	0	0	0	0	0.08	0.07	0.08	0.08	0	0	0	0	0	0.11	0.08	0	0	0	0.17	0	0	0.08	0	0	0.08	0.08	0.08	0.07	0	0	0	0	0.08	0.07	0	0	0.07	0	0
hsa-miR-6722-5p	0.00	hsa-mir-6722	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6723-5p	0.00	hsa-mir-6723	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	1.00	hsa-mir-6724-1	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	1.00	hsa-mir-6724-2	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	1.00	hsa-mir-6724-3	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-5p	1.00	hsa-mir-6724-4	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6726-5p	0.00	hsa-mir-6726	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-5p	0.00	hsa-mir-6727	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6728-5p	0.00	hsa-mir-6728	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-5p	3.00	hsa-mir-6729	3.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-5p	1.00	hsa-mir-6730	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6731-5p	0.00	hsa-mir-6731	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-5p	0.00	hsa-mir-6732	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	14.00	hsa-mir-6732	14.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	1.00	1.00	0	1.00	0	0	0	1.00	1.00	0	0	0	1.00	0	2.00	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0.08	0.08	0	0.08	0	0	0	0.11	0.08	0	0	0	0.09	0	0.19	0	0.09	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08
hsa-miR-6733-5p	13.00	hsa-mir-6733	13.00	1.00	0	0	1.00	0	0	1.00	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.07	0	0	0.07	0	0	0	0	0.07	0	0	0	0.07	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.09	0.19	0.08	0	0.18	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6734-5p	33.00	hsa-mir-6734	33.00	1.00	0	0	1.00	0	0	3.00	0	0	0	0	4.00	0	0	0	0	2.00	0	0	1.00	1.00	1.00	0	1.00	0	1.00	2.00	1.00	0	2.00	0	3.00	1.00	1.00	2.00	0	0	1.00	1.00	0	1.00	0	0	0	0	0	1.00	1.00	0	0	0	0	0.08	0	0	0.07	0	0	0.20	0	0	0	0	0.30	0	0	0	0	0.15	0	0	0.08	0.08	0.08	0	0.08	0	0.09	0.21	0.08	0	0.19	0	0.26	0.09	0.09	0.17	0	0	0.08	0.08	0	0.07	0	0	0	0	0	0.07	0.07	0	0	0	0
